subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,9/23/2018,7/29/2018,8/2/2018,Ipsos,B+,1331,rv,.0540032,.0100085,44.5,34.5,48.92534,38.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53492,85686,8/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/29/2018,8/2/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2489494,.0537206,45,41,46.1857,40.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53543,85917,8/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/23/2018,8/9/2018,YouGov,B,2716,rv,.4672289,.1006241,45,38,49.79832,40.67322,"","",https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/Toplines%20GW%20Politics%20Poll%20Wave%202.pdf,53761,86307,8/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/30/2018,8/3/2018,Ipsos,B+,1351,rv,.0554256,.0105158,44.8,35,49.22534,38.80813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53536,85898,8/4/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/31/2018,8/4/2018,Ipsos,B+,1438,rv,.0596403,.0115816,44.2,35.7,48.62534,39.50813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53535,85897,8/5/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/1/2018,8/5/2018,Ipsos,B+,1478,rv,.0620044,.0123135,43,37.7,47.42534,41.50813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53534,85896,8/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/2/2018,8/6/2018,Ipsos,B+,1489,rv,.0632271,.0128285,43.5,37.5,47.92534,41.30813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53533,85895,8/7/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/2/2018,8/5/2018,Global Strategy Group/GBA Strategies,"",925,lv,1.016655,.3505998,45,37,46.04337,38.11023,"","",https://navigatorresearch.org/wp-content/uploads/2018/08/Navigator-August-Tracker-Topline-F8.14.18.pdf,53631,86066,8/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/2/2018,8/6/2018,Morning Consult,B-,1994,rv,.2546351,.0526105,42,36,46.49991,38.0313,"","",https://morningconsult.com/wp-content/uploads/2018/08/180805_crosstabs_POLITICO_V3.pdf,53541,85907,8/7/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/3/2018,8/7/2018,Ipsos,B+,1479,rv,.063593,.0131739,41.3,38.9,45.72534,42.70813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53588,85993,8/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/30/2018,8/12/2018,Pew Research Center,B-,3986,rv,1.891179,.6247994,46,39,45.81207,38.74094,"","",http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/08/16133418/Topline-for-release.pdf,53640,86087,8/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/4/2018,8/8/2018,Ipsos,B+,1467,rv,.063908,.0135062,43.2,37.5,47.62534,41.30813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53587,85992,8/9/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/5/2018,8/7/2018,YouGov,B,1284,rv,.2348796,.0560782,44,41,48.79832,43.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/q6cfmfwwh4/econTabReport.pdf,53544,85920,8/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/5/2018,8/9/2018,Ipsos,B+,1379,rv,.0608345,.0131195,44.8,36,49.22534,39.80813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53586,85991,8/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/5/2018,8/9/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2555179,.0646243,48,41,49.1857,40.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53630,86057,8/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/6/2018,8/8/2018,Zogby Interactive/JZ Analytics,C,1016,lv,.8939809,.3105024,40,37,42.97493,39.39018,"","",https://zogbyanalytics.com/news/864-the-zogby-poll-republicans-are-gaining-ground-on-democrats-in-the-congressional-generic-voters-trust-president-trump-with-the-economy-and-keeping-america-safe-much-more-than-democratic-leaders-republicans-and-trump-are-winning-back-independents,53574,86003,8/9/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/6/2018,8/10/2018,Ipsos,B+,1198,rv,.1070271,.0235502,46.8,33.4,51.22534,37.20813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53644,86271,8/11/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/9/2018,8/13/2018,Quinnipiac University,A-,1175,rv,1.079589,.3470321,51,42,48.8154,41.99812,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2562,53622,86058,8/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/10/2018,8/12/2018,Morning Consult,B-,1992,rv,.2633472,.0727036,42,38,46.49991,40.0313,"","",https://morningconsult.com/wp-content/uploads/2018/08/180814_crosstabs_POLITICO_v1_DK-1.pdf,53626,86052,8/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/8/2018,8/14/2018,Ipsos,B+,1863,rv,.0611589,.0161469,44.8,36.4,49.22534,40.20813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53745,86270,8/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/9/2018,8/12/2018,CNN/SSRS,A-,921,rv,1.193662,.42781,52,41,49.51153,39.62517,"","",http://cdn.cnn.com/cnn/2018/images/08/14/rel7b.-.2018.pdf,53624,86056,8/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/9/2018,8/15/2018,Ipsos,B+,504,lv,.0166785,.0047328,40.6,42.7,45.02534,46.50813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53744,87354,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/12/2018,8/13/2018,Harris Interactive,C+,999,rv,.1191481,.0434762,43,32,45.77427,34.63033,"","",http://thehill.com/hilltv/what-americas-thinking/401884-hilltv-poll-dems-hold-double-digit-lead-over-gop-on-generic,53632,86060,8/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/10/2018,8/16/2018,Ipsos,B+,683,lv,.0227816,.0069146,39.3,42.2,43.72534,46.00813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53743,87353,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/12/2018,8/14/2018,YouGov,B,1245,rv,.2476858,.0809808,44,40,48.79832,42.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6ote18t1hm/econTabReport.pdf,53633,86067,8/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/11/2018,8/17/2018,Ipsos,B+,861,lv,.0289475,.0093567,38.5,41.6,42.92534,45.40813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53742,87352,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/12/2018,8/16/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2619677,.0941033,44,44,45.1857,43.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53722,86211,8/17/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/12/2018,8/18/2018,Ipsos,B+,1025,lv,.0347263,.0119104,38.9,42,43.32534,45.80813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53741,87351,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/13/2018,8/19/2018,Ipsos,B+,1187,lv,.0405335,.0146995,39.5,41.9,43.92534,45.70813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53740,87349,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/15/2018,8/19/2018,Monmouth University,A+,725,rv,1.53701,.7631159,48,43,47.09023,42.00396,"","",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_082218/,53658,86209,8/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/14/2018,8/20/2018,Ipsos,B+,1207,lv,.0415575,.0158847,38.8,41.9,43.22534,45.70813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53739,87348,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/16/2018,8/18/2018,Morning Consult,B-,1974,rv,.2729836,.1072194,45,36,49.49991,38.0313,"","",https://morningconsult.com/wp-content/uploads/2018/08/180824_crosstabs_Politico_v1_.pdf,53720,86208,8/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/15/2018,8/21/2018,Ipsos,B+,1116,lv,.0387577,.0155704,39.4,41.3,43.82534,45.10813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53798,87347,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/16/2018,8/22/2018,Ipsos,B+,928,lv,.0325042,.0136923,37.2,42.9,41.62534,46.70813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53797,87346,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/17/2018,8/23/2018,Ipsos,B+,749,lv,.0264644,.0116628,37.7,42.7,42.12534,46.50813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53796,87345,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/18/2018,8/22/2018,NBC News/Wall Street Journal,A-,900,rv,1.091433,.5568821,50,42,48.8559,40.66911,"","",http://media1.s-nbcnews.com/i/today/z_creative/18798NBCWSJAugustPoll.pdf,53773,86410,8/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/19/2018,8/21/2018,YouGov,B,1244,rv,.2745298,.124381,44,38,48.79832,40.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iqa9xbuq8j/econTabReport.pdf,53721,86210,8/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/19/2018,8/21/2018,Fox News,A,1009,rv,1.486796,.7733642,49,38,48.90765,38.0509,"","",https://www.scribd.com/document/386839782/Fox-August-2018-Naitonal-Topline-August-22-Release,53738,86238,8/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/18/2018,8/24/2018,Ipsos,B+,571,lv,.0203501,.0093638,39.2,43.6,43.62534,47.40813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53795,87344,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/19/2018,8/23/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2768079,.1346216,46,41,47.1857,40.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53803,86489,8/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/19/2018,8/24/2018,Harris Interactive,C+,5003,rv,.4765322,.2613032,42,36,44.77427,38.63033,"","",https://scottrasmussen.com/toplines-full-week-generic-ballot,53808,86497,8/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/19/2018,8/25/2018,Ipsos,B+,407,lv,.0146256,.0070144,39,43,43.42534,46.80813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53794,87343,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/20/2018,8/26/2018,Ipsos,B+,2947,rv,.1067269,.0532652,45.4,34.3,49.82534,38.10813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53793,86444,8/27/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/22/2018,8/23/2018,Harris Interactive,C+,1330,rv,.125655,.0710687,45,37,47.77427,39.63033,"","",https://harvardharrispoll.com/wp-content/uploads/2018/08/Final_HHP_Aug2018_RegisteredVoters_Topline_Memo.pdf,53782,86423,8/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/21/2018,8/27/2018,Ipsos,B+,2925,rv,.1067936,.0553758,45.7,34.3,50.12534,38.10813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53792,86443,8/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/23/2018,8/24/2018,Morning Consult,B-,1564,rv,.2351047,.1231961,44,36,48.49991,38.0313,"","",https://morningconsult.com/wp-content/uploads/2018/08/180830_crosstabs_Politico_v1_-1.pdf,53771,86406,8/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/22/2018,8/28/2018,Ipsos,B+,2774,rv,.1022497,.0549896,46.6,33.8,51.02534,37.60813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53842,86564,8/29/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/24/2018,8/25/2018,Harris Interactive,C+,1001,rv,.09367,.0561237,45,34,47.77427,36.63033,"","",http://thehill.com/hilltv/what-americas-thinking/404314-hilltv-poll-dems-hold-double-digit-lead-over-republicans-on,53825,86521,8/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/22/2018,8/27/2018,McLaughlin & Associates,C-,1000,lv,.6700369,.3893427,44,44,46.27081,41.39692,"","",http://mclaughlinonline.com/2018/08/29/ma-poll-national-monthly-august/,53805,86493,8/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/23/2018,8/28/2018,Suffolk University,B+,1000,rv,1.401451,.8805045,50,39,50.09188,40.49996,"","",https://www.usatoday.com/story/news/2018/09/04/poll-midterms-democrats-women-favored-problems-trump/1158537002/,53806,86549,8/29/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/23/2018,8/29/2018,Ipsos,B+,2075,rv,.0773345,.0430652,46,34.6,50.42534,38.40813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53852,86591,8/30/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/26/2018,8/28/2018,YouGov,B,1247,rv,.3152204,.181803,45,39,49.79832,41.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/krhk8brhhw/econTabReport.pdf,53802,86486,8/29/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/24/2018,8/30/2018,Ipsos,B+,1719,rv,.0648452,.0373381,45.1,35.4,49.52534,39.20813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53851,86590,8/31/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/23/2018,8/30/2018,IBD/TIPP,A-,830,rv,1.214924,.7707416,50,39,50.20329,38.27478,"","",https://www.investors.com/politics/trumps-approval-midterm-elections-ibd-tipp-poll/,53821,86522,8/31/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/26/2018,8/29/2018,ABC News/Washington Post,A+,879,rv,1.710863,1.130431,52,38,50.73676,37.93568,"","",https://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-poll-aug-26-29-2018/2324/,53816,86548,8/30/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/26/2018,8/30/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.3039778,.185305,46,42,47.1857,41.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53862,86618,9/5/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/25/2018,8/31/2018,Ipsos,B+,1943,rv,.0742197,.0441376,44.1,35.7,48.52534,39.50813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53850,86589,9/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/26/2018,8/31/2018,Harris Interactive,C+,5000,rv,.4636762,.3082485,42,35,44.77427,37.63033,"","",https://scottrasmussen.com/full-week-generic-ballot/,53832,86531,9/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/26/2018,9/1/2018,Ipsos,B+,1956,rv,.0757371,.0464619,43.9,35.6,48.32534,39.40813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53849,86588,9/2/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/28/2018,8/31/2018,Morning Consult,B-,1964,rv,.3248572,.2058928,42,40,46.49991,42.0313,"","",https://morningconsult.com/wp-content/uploads/2018/08/180842_crosstabs_Politico_v1_.pdf,53841,86556,9/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/29/2018,8/31/2018,Emerson College,B+,1000,rv,1.451331,1.001243,52,39,51.31686,38.05624,"","",https://www.emerson.edu/news-events/emerson-college-today/emerson-e-poll-voters-better-off-financially-country-worse-off-overall-under-trump-consider-third-party-option-2020#.W420Di2ZPzL,53831,86530,9/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/27/2018,9/2/2018,Ipsos,B+,1980,rv,.077785,.0491715,44.1,35.2,48.52534,39.00813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53848,86587,9/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/29/2018,9/2/2018,Selzer & Company,A+,779,lv,1.699818,1.211302,45,43,46.37336,41.95706,"","",https://www.dropbox.com/sh/j4bh7uofb3irmiy/AABoJo0BTunwf_dtbcRxMKura?dl=0&preview=Grinnell+College+National+Poll+-+A+Challenging+Road+to+2020+Release+with+data+EMBARGOED+UNTIL+SEPTEMBER+5+2018.pdf,53856,86610,9/5/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/28/2018,9/3/2018,Ipsos,B+,2014,rv,.0803516,.0522889,44.5,35.1,48.92534,38.90813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53847,86586,9/4/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/29/2018,9/4/2018,Ipsos,B+,392,lv,.0158896,.0106356,53,37,57.42534,40.80813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53940,87342,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/30/2018,9/5/2018,Ipsos,B+,563,lv,.023182,.015948,51.4,38.2,55.82534,42.00813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53955,87341,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/2/2018,9/4/2018,YouGov,B,1249,rv,.3725303,.2614585,45,40,49.79832,42.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/22joa4cprz/econTabReport.pdf,53860,86617,9/5/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,8/31/2018,9/6/2018,Ipsos,B+,731,lv,.0305765,.0216036,49.9,38.6,54.32534,42.40813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53954,87340,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/2/2018,9/6/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.3486838,.2550981,46,42,47.1857,41.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53965,86843,9/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/1/2018,9/7/2018,Ipsos,B+,893,lv,.0379472,.0275158,50.8,38.6,55.22534,42.40813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53953,87339,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/2/2018,9/8/2018,Ipsos,B+,1097,lv,.0473668,.0352239,50.5,39.5,54.92534,43.30813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53952,87338,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/3/2018,9/9/2018,Ipsos,B+,1281,lv,.0561841,.0428226,50.9,38.9,55.32534,42.70813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53951,87337,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/4/2018,9/7/2018,Harris Interactive,C+,1715,lv,.1713611,.135385,49,39,51.77427,41.63033,"","",https://scottrasmussen.com/full-week-generic-ballot/,53906,86703,9/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/4/2018,9/10/2018,Ipsos,B+,1246,lv,.0555328,.0433535,49.2,40.1,53.62534,43.90813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53950,87336,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/5/2018,9/9/2018,Marist College,A,777,rv,1.40924,1.144601,50,38,50.1308,38.53578,"","",http://maristpoll.marist.edu/wp-content/uploads/2018/09/NPR_Marist-Poll_National-Nature-of-the-Sample-and-Tables_Trump-Approval_September-2018_1809111654.pdf#page=3,53962,86837,9/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/6/2018,9/9/2018,Quinnipiac University,A-,1038,rv,1.209747,.9845359,52,38,49.8154,37.99812,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2568,53925,86835,9/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/6/2018,9/9/2018,Morning Consult,B-,1988,rv,.4012871,.3197761,45,35,49.49991,37.0313,"","",https://morningconsult.com/wp-content/uploads/2018/09/180919_crosstabs_POLITICO_v1_DK.pdf,53961,86836,9/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/6/2018,9/9/2018,CNN/SSRS,A-,775,lv,1.111155,.9144055,52,42,49.51153,40.62517,"","",https://www.cnn.com/2018/09/13/politics/cnn-poll-democrats-lead-likely-voters/index.html,53932,86893,9/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/5/2018,9/11/2018,Ipsos,B+,1225,lv,.0555034,.0443552,49,40.8,53.42534,44.60813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54081,87335,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/8/2018,9/9/2018,Harris Interactive,C+,1000,rv,.1043258,.087341,41,36,43.77427,38.63033,"","",https://thehill.com/hilltv/what-americas-thinking/406720-dem-lead-shrinks-on-generic-house-ballot,54060,87206,9/17/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/6/2018,9/12/2018,Ipsos,B+,1260,lv,.0580594,.0474674,49.4,40.7,53.82534,44.50813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54080,87334,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/7/2018,9/13/2018,Ipsos,B+,1281,lv,.0599937,.0501553,49.3,41.2,53.72534,45.00813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54079,87333,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/9/2018,9/11/2018,YouGov,B,1216,rv,.4233172,.3522348,44,41,48.79832,43.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/sc59yl78f2/econTabReport.pdf,53964,86842,9/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/8/2018,9/14/2018,Ipsos,B+,1273,lv,.0606583,.0518248,49.2,40.8,53.62534,44.60813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54078,87350,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/9/2018,9/13/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.4277514,.3652802,47,42,48.1857,41.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,54102,87447,9/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/9/2018,9/14/2018,Harris Interactive,C+,2785,lv,.306692,.2713578,49,41,51.77427,43.63033,"","",https://scottrasmussen.com/full-week-generic-ballot/,54045,87178,9/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/9/2018,9/15/2018,Ipsos,B+,1253,lv,.0608121,.053069,49.5,39.8,53.92534,43.60813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54077,87415,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/10/2018,9/16/2018,Ipsos,B+,1261,lv,.0623662,.0555646,47.9,41.5,52.32534,45.30813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54076,87414,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/11/2018,9/17/2018,Ipsos,B+,1297,lv,.4578626,.4162761,48.3,41.2,52.72534,45.00813,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54075,87413,9/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/12/2018,9/18/2018,Ipsos,B+,1304,lv,.4724624,.4381041,48,41,52.42534,44.80813,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2018-09/2018_reuters_tracking_-_core_political_09_19_2018.pdf,54165,87692,9/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,9/13/2018,9/16/2018,Morning Consult,B-,1564,rv,.3939396,.3643677,43,38,47.49991,40.0313,"","",https://morningconsult.com/wp-content/uploads/2018/09/180941_crosstabs_POLITICO_v1_HS.pdf,54100,87448,9/19/2018,13:20:19 23 Sep 2018
